PLATFORM_NUMBER,DATA_TYPE,FORMAT_VERSION,HANDBOOK_VERSION,DATA_CENTRE,DATE_CREATION,DATE_UPDATE,TECHNICAL_PARAMETER_NAME,TECHNICAL_PARAMETER_VALUE,CYCLE_NUMBER
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_SurfaceOffsetCorrectedNotReset_1cBarResolution_dbar,5.3,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,NUMBER_ProfileSamples_COUNT,78,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_BatteryCPU_volts,6.7,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_Aux_volts,14.1,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRESSURE_InternalVacuum_COUNT,70,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,FLAG_System_NUMBER,4,26.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_InitialStabilizationDuringDescentToPark_dbar,1800.0,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_SurfaceOffsetCorrectedNotReset_1cBarResolution_dbar,5.3,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,NUMBER_ProfileSamples_COUNT,78,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_BatteryCPU_volts,6.7,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_Aux_volts,14.2,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRESSURE_InternalVacuum_COUNT,70,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,FLAG_System_NUMBER,4,27.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_InitialStabilizationDuringDescentToPark_dbar,1800.0,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_SurfaceOffsetCorrectedNotReset_1cBarResolution_dbar,5.3,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,NUMBER_ProfileSamples_COUNT,78,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_BatteryCPU_volts,6.7,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_Aux_volts,14.2,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRESSURE_InternalVacuum_COUNT,70,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,FLAG_System_NUMBER,4,28.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_InitialStabilizationDuringDescentToPark_dbar,1800.0,29.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,PRES_SurfaceOffsetCorrectedNotReset_1cBarResolution_dbar,5.2,29.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,NUMBER_ProfileSamples_COUNT,78,29.0
1900683,Argo technical data,3.1,1.2,AO,20210428203909,20210428203909,VOLTAGE_BatteryCPU_volts,6.7,29.0
