platform_number,project_name,pi_name,data_centre,cycle_number,juld,latitude,longitude,pres,temp,psal,pres_qc,temp_qc,psal_qc
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,170.0,2.128000020980835,33.93490982055664,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,175.0,2.130000114440918,33.94580078125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,180.0,2.1419999599456787,33.96781921386719,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,185.0,2.1530001163482666,33.97637939453125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,190.0,2.190999984741211,33.99821090698242,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,195.0,2.234999895095825,34.021888732910156,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,200.0,2.243000030517578,34.03062057495117,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,220.0,2.3389999866485596,34.07582092285156,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,240.0,2.381999969482422,34.09777069091797,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,260.0,2.444999933242798,34.132080078125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,280.0,2.437000036239624,34.15203857421875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,300.0,2.444999933242798,34.176029205322266,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,320.0,2.453000068664551,34.201988220214844,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,340.0,2.4630000591278076,34.21607971191406,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,360.0,2.4619998931884766,34.24504852294922,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,380.0,2.4600000381469727,34.2570915222168,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,400.0,2.4539999961853027,34.28009033203125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,450.0,2.433000087738037,34.31914138793945,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,500.0,2.38100004196167,34.3620491027832,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,550.0,2.378000020980835,34.407020568847656,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,600.0,2.380000114440918,34.455989837646484,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,650.0,2.3959999084472656,34.490028381347656,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,700.0,2.3910000324249268,34.527000427246094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,750.0,2.4000000953674316,34.545021057128906,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,800.0,2.4000000953674316,34.565128326416016,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,850.0,2.3440001010894775,34.5819206237793,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,900.0,2.388000011444092,34.60905075073242,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,950.0,2.365999937057495,34.62601852416992,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1000.0,2.3580000400543213,34.641029357910156,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1050.0,2.3469998836517334,34.65903854370117,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1100.0,2.3329999446868896,34.67416000366211,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1150.0,2.252000093460083,34.67604064941406,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1200.0,2.23799991607666,34.68695831298828,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1250.0,2.26200008392334,34.699920654296875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1300.0,2.303999900817871,34.7180290222168,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1350.0,2.2890000343322754,34.725059509277344,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1400.0,2.255000114440918,34.72916030883789,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1450.0,2.178999900817871,34.730018615722656,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1500.0,2.178999900817871,34.7410888671875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1550.0,2.135999917984009,34.74407958984375,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1600.0,2.1010000705718994,34.74605178833008,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1650.0,2.0769999027252197,34.751060485839844,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1700.0,2.046999931335449,34.753150939941406,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1750.0,1.9759999513626099,34.75008010864258,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,0.0,2006-02-15 13:31:03.000000000,-49.042999267578125,7.078999996185303,1800.0,1.940999984741211,34.75300979614258,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,5.0,5.453999996185303,33.729148864746094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,10.0,5.446000099182129,33.73099136352539,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,15.0,5.446000099182129,33.7310791015625,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,20.0,5.441999912261963,33.732200622558594,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,25.0,5.431000232696533,33.732139587402344,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,30.0,5.423999786376953,33.73303985595703,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,35.0,5.421000003814697,33.733089447021484,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,40.0,5.415999889373779,33.733089447021484,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,45.0,5.410999774932861,33.732879638671875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,50.0,5.363999843597412,33.733760833740234,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,55.0,5.323999881744385,33.73455810546875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,60.0,5.242000102996826,33.738460540771484,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,65.0,5.164999961853027,33.742950439453125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,70.0,5.116000175476074,33.74494171142578,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,75.0,5.066999912261963,33.74528884887695,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,80.0,4.946000099182129,33.750030517578125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,85.0,4.682000160217285,33.760250091552734,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,90.0,4.304999828338623,33.77227020263672,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,95.0,3.7260000705718994,33.79655075073242,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,100.0,3.496999979019165,33.8072395324707,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,105.0,3.2320001125335693,33.817020416259766,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,110.0,3.180999994277954,33.819461822509766,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,115.0,3.005000114440918,33.8266487121582,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,120.0,2.9739999771118164,33.827430725097656,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,125.0,2.953000068664551,33.83055114746094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,130.0,2.7730000019073486,33.83893966674805,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,135.0,2.7279999256134033,33.8420295715332,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,140.0,2.5759999752044678,33.85245132446289,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,145.0,2.4549999237060547,33.866031646728516,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,150.0,2.306999921798706,33.89168930053711,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,155.0,2.2239999771118164,33.914669036865234,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,160.0,2.190000057220459,33.92531967163086,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,165.0,2.1740000247955322,33.940330505371094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,170.0,2.1559998989105225,33.95222091674805,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,175.0,2.1449999809265137,33.96321105957031,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,180.0,2.1410000324249268,33.97898864746094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,185.0,2.1459999084472656,33.9909782409668,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,190.0,2.1500000953674316,33.996978759765625,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,195.0,2.1559998989105225,34.00379180908203,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,200.0,2.1730000972747803,34.01784133911133,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,220.0,2.2160000801086426,34.049869537353516,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,240.0,2.256999969482422,34.07678985595703,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,260.0,2.319000005722046,34.11785888671875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,280.0,2.3529999256134033,34.13589096069336,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,300.0,2.3949999809265137,34.172019958496094,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,320.0,2.3970000743865967,34.18796920776367,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,340.0,2.4170000553131104,34.20792007446289,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,360.0,2.447000026702881,34.2409782409668,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,380.0,2.4590001106262207,34.262149810791016,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,400.0,2.440999984741211,34.29108810424805,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,450.0,2.4189999103546143,34.34006118774414,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,500.0,2.4130001068115234,34.3990592956543,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,550.0,2.3980000019073486,34.43305969238281,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,600.0,2.382999897003174,34.467010498046875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,650.0,2.38700008392334,34.501991271972656,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,700.0,2.4019999504089355,34.53602981567383,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,750.0,2.3949999809265137,34.5560417175293,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,800.0,2.384999990463257,34.5760612487793,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,850.0,2.369999885559082,34.598018646240234,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,900.0,2.3580000400543213,34.618011474609375,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,950.0,2.36299991607666,34.638038635253906,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1000.0,2.3450000286102295,34.652069091796875,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1050.0,2.312999963760376,34.665069580078125,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1100.0,2.2860000133514404,34.6810302734375,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1150.0,2.2720000743865967,34.69295120239258,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1200.0,2.302000045776367,34.7099494934082,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1250.0,2.3239998817443848,34.72895812988281,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1300.0,2.3429999351501465,34.738040924072266,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1350.0,2.328000068664551,34.74103927612305,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1400.0,2.309000015258789,34.745140075683594,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1450.0,2.240999937057495,34.74007034301758,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1500.0,2.2149999141693115,34.74304962158203,1,1,1
1900683,US ARGO PROJECT,BRECK OWENS,AO,1.0,2006-02-25 13:15:56.000000000,-49.577999114990234,6.633999824523926,1550.0,2.193000078201294,34.745121002197266,1,1,1
